X,Y
32.5792243,-25.9303676
32.5832243,-25.9303676
32.5872243,-25.9303676
32.5912243,-25.9303676
32.6312243,-25.9303676
32.5792243,-25.9263676
32.5832243,-25.9263676
32.5872243,-25.9263676
32.5912243,-25.9263676
32.5952243,-25.9263676
32.5992243,-25.9263676
32.6032243,-25.9263676
32.6232243,-25.9263676
32.6272243,-25.9263676
32.6312243,-25.9263676
32.6352243,-25.9263676
32.6392243,-25.9263676
32.5832243,-25.9223676
32.5872243,-25.9223676
32.5912243,-25.9223676
32.5952243,-25.9223676
32.5992243,-25.9223676
32.6032243,-25.9223676
32.6072243,-25.9223676
32.6112243,-25.9223676
32.6152243,-25.9223676
32.6192243,-25.9223676
32.6232243,-25.9223676
32.6272243,-25.9223676
32.6312243,-25.9223676
32.6352243,-25.9223676
32.6392243,-25.9223676
32.6432243,-25.9223676
32.5872243,-25.9183676
32.5912243,-25.9183676
32.5952243,-25.9183676
32.5992243,-25.9183676
32.6032243,-25.9183676
32.6072243,-25.9183676
32.6112243,-25.9183676
32.6152243,-25.9183676
32.6192243,-25.9183676
32.6232243,-25.9183676
32.6272243,-25.9183676
32.6312243,-25.9183676
32.6352243,-25.9183676
32.6392243,-25.9183676
32.6432243,-25.9183676
32.6472243,-25.9183676
32.5872243,-25.9143676
32.5912243,-25.9143676
32.5952243,-25.9143676
32.5992243,-25.9143676
32.6032243,-25.9143676
32.6072243,-25.9143676
32.6112243,-25.9143676
32.6152243,-25.9143676
32.6192243,-25.9143676
32.6232243,-25.9143676
32.6272243,-25.9143676
32.6312243,-25.9143676
32.6352243,-25.9143676
32.6392243,-25.9143676
32.6432243,-25.9143676
32.6472243,-25.9143676
32.5912243,-25.9103676
32.5952243,-25.9103676
32.5992243,-25.9103676
32.6032243,-25.9103676
32.6072243,-25.9103676
32.6112243,-25.9103676
32.6152243,-25.9103676
32.6192243,-25.9103676
32.6232243,-25.9103676
32.6272243,-25.9103676
32.6312243,-25.9103676
32.6352243,-25.9103676
32.6392243,-25.9103676
32.6432243,-25.9103676
32.6472243,-25.9103676
32.6512243,-25.9103676
32.6552243,-25.9103676
32.5912243,-25.9063676
32.5952243,-25.9063676
32.5992243,-25.9063676
32.6032243,-25.9063676
32.6072243,-25.9063676
32.6112243,-25.9063676
32.6152243,-25.9063676
32.6192243,-25.9063676
32.6232243,-25.9063676
32.6272243,-25.9063676
32.6312243,-25.9063676
32.6352243,-25.9063676
32.6392243,-25.9063676
32.6432243,-25.9063676
32.6472243,-25.9063676
32.6512243,-25.9063676
32.6552243,-25.9063676
32.5912243,-25.9023676
32.5952243,-25.9023676
32.5992243,-25.9023676
32.6032243,-25.9023676
32.6072243,-25.9023676
32.6112243,-25.9023676
32.6152243,-25.9023676
32.6192243,-25.9023676
32.6232243,-25.9023676
32.6272243,-25.9023676
32.6312243,-25.9023676
32.6352243,-25.9023676
32.6392243,-25.9023676
32.6432243,-25.9023676
32.6472243,-25.9023676
32.6512243,-25.9023676
32.6552243,-25.9023676
32.6592243,-25.9023676
32.6632243,-25.9023676
32.5912243,-25.8983676
32.5952243,-25.8983676
32.5992243,-25.8983676
32.6032243,-25.8983676
32.6072243,-25.8983676
32.6112243,-25.8983676
32.6152243,-25.8983676
32.6192243,-25.8983676
32.6232243,-25.8983676
32.6272243,-25.8983676
32.6312243,-25.8983676
32.6352243,-25.8983676
32.6392243,-25.8983676
32.6432243,-25.8983676
32.6472243,-25.8983676
32.6512243,-25.8983676
32.6552243,-25.8983676
32.6592243,-25.8983676
32.6632243,-25.8983676
32.5952243,-25.8943676
32.5992243,-25.8943676
32.6032243,-25.8943676
32.6072243,-25.8943676
32.6112243,-25.8943676
32.6152243,-25.8943676
32.6192243,-25.8943676
32.6232243,-25.8943676
32.6272243,-25.8943676
32.6312243,-25.8943676
32.6352243,-25.8943676
32.6392243,-25.8943676
32.6432243,-25.8943676
32.6472243,-25.8943676
32.6512243,-25.8943676
32.6552243,-25.8943676
32.6592243,-25.8943676
32.6632243,-25.8943676
32.6672243,-25.8943676
32.5952243,-25.8903676
32.5992243,-25.8903676
32.6032243,-25.8903676
32.6072243,-25.8903676
32.6112243,-25.8903676
32.6152243,-25.8903676
32.6192243,-25.8903676
32.6232243,-25.8903676
32.6272243,-25.8903676
32.6312243,-25.8903676
32.6352243,-25.8903676
32.6392243,-25.8903676
32.6432243,-25.8903676
32.6472243,-25.8903676
32.6512243,-25.8903676
32.6552243,-25.8903676
32.6592243,-25.8903676
32.6632243,-25.8903676
32.6672243,-25.8903676
32.5992243,-25.8863676
32.6032243,-25.8863676
32.6072243,-25.8863676
32.6112243,-25.8863676
32.6152243,-25.8863676
32.6192243,-25.8863676
32.6232243,-25.8863676
32.6272243,-25.8863676
32.6312243,-25.8863676
32.6352243,-25.8863676
32.6392243,-25.8863676
32.6432243,-25.8863676
32.6472243,-25.8863676
32.6512243,-25.8863676
32.6552243,-25.8863676
32.6592243,-25.8863676
32.6632243,-25.8863676
32.6672243,-25.8863676
32.6712243,-25.8863676
32.5992243,-25.8823676
32.6072243,-25.8823676
32.6112243,-25.8823676
32.6152243,-25.8823676
32.6192243,-25.8823676
32.6232243,-25.8823676
32.6272243,-25.8823676
32.6312243,-25.8823676
32.6352243,-25.8823676
32.6392243,-25.8823676
32.6432243,-25.8823676
32.6472243,-25.8823676
32.6512243,-25.8823676
32.6552243,-25.8823676
32.6592243,-25.8823676
32.6632243,-25.8823676
32.6672243,-25.8823676
32.6712243,-25.8823676
32.6752243,-25.8823676
32.6072243,-25.8783676
32.6112243,-25.8783676
32.6152243,-25.8783676
32.6192243,-25.8783676
32.6232243,-25.8783676
32.6272243,-25.8783676
32.6312243,-25.8783676
32.6352243,-25.8783676
32.6392243,-25.8783676
32.6432243,-25.8783676
32.6472243,-25.8783676
32.6512243,-25.8783676
32.6552243,-25.8783676
32.6592243,-25.8783676
32.6632243,-25.8783676
32.6672243,-25.8783676
32.6712243,-25.8783676
32.6752243,-25.8783676
32.6792243,-25.8783676
32.6112243,-25.8743676
32.6152243,-25.8743676
32.6192243,-25.8743676
32.6232243,-25.8743676
32.6272243,-25.8743676
32.6312243,-25.8743676
32.6352243,-25.8743676
32.6392243,-25.8743676
32.6432243,-25.8743676
32.6472243,-25.8743676
32.6512243,-25.8743676
32.6552243,-25.8743676
32.6592243,-25.8743676
32.6632243,-25.8743676
32.6672243,-25.8743676
32.6712243,-25.8743676
32.6752243,-25.8743676
32.6792243,-25.8743676
32.6832243,-25.8743676
32.6112243,-25.8703676
32.6152243,-25.8703676
32.6192243,-25.8703676
32.6232243,-25.8703676
32.6272243,-25.8703676
32.6312243,-25.8703676
32.6352243,-25.8703676
32.6392243,-25.8703676
32.6432243,-25.8703676
32.6472243,-25.8703676
32.6512243,-25.8703676
32.6552243,-25.8703676
32.6592243,-25.8703676
32.6632243,-25.8703676
32.6672243,-25.8703676
32.6712243,-25.8703676
32.6752243,-25.8703676
32.6792243,-25.8703676
32.6832243,-25.8703676
32.6872243,-25.8703676
32.6152243,-25.8663676
32.6192243,-25.8663676
32.6232243,-25.8663676
32.6272243,-25.8663676
32.6312243,-25.8663676
32.6352243,-25.8663676
32.6392243,-25.8663676
32.6432243,-25.8663676
32.6472243,-25.8663676
32.6512243,-25.8663676
32.6552243,-25.8663676
32.6592243,-25.8663676
32.6632243,-25.8663676
32.6672243,-25.8663676
32.6712243,-25.8663676
32.6752243,-25.8663676
32.6792243,-25.8663676
32.6832243,-25.8663676
32.6872243,-25.8663676
32.6912243,-25.8663676
32.6192243,-25.8623676
32.6232243,-25.8623676
32.6272243,-25.8623676
32.6312243,-25.8623676
32.6352243,-25.8623676
32.6392243,-25.8623676
32.6432243,-25.8623676
32.6472243,-25.8623676
32.6512243,-25.8623676
32.6552243,-25.8623676
32.6592243,-25.8623676
32.6632243,-25.8623676
32.6672243,-25.8623676
32.6712243,-25.8623676
32.6752243,-25.8623676
32.6792243,-25.8623676
32.6832243,-25.8623676
32.6872243,-25.8623676
32.6912243,-25.8623676
32.6232243,-25.8583676
32.6272243,-25.8583676
32.6312243,-25.8583676
32.6352243,-25.8583676
32.6392243,-25.8583676
32.6432243,-25.8583676
32.6472243,-25.8583676
32.6512243,-25.8583676
32.6552243,-25.8583676
32.6592243,-25.8583676
32.6632243,-25.8583676
32.6672243,-25.8583676
32.6712243,-25.8583676
32.6752243,-25.8583676
32.6792243,-25.8583676
32.6832243,-25.8583676
32.6872243,-25.8583676
32.6912243,-25.8583676
32.6232243,-25.8543676
32.6272243,-25.8543676
32.6312243,-25.8543676
32.6352243,-25.8543676
32.6392243,-25.8543676
32.6432243,-25.8543676
32.6472243,-25.8543676
32.6512243,-25.8543676
32.6552243,-25.8543676
32.6592243,-25.8543676
32.6632243,-25.8543676
32.6672243,-25.8543676
32.6712243,-25.8543676
32.6752243,-25.8543676
32.6792243,-25.8543676
32.6832243,-25.8543676
32.6272243,-25.8503676
32.6312243,-25.8503676
32.6352243,-25.8503676
32.6392243,-25.8503676
32.6432243,-25.8503676
32.6472243,-25.8503676
32.6512243,-25.8503676
32.6552243,-25.8503676
32.6592243,-25.8503676
32.6632243,-25.8503676
32.6672243,-25.8503676
32.6712243,-25.8503676
32.6752243,-25.8503676
32.6272243,-25.8463676
32.6312243,-25.8463676
32.6352243,-25.8463676
32.6392243,-25.8463676
32.6432243,-25.8463676
32.6472243,-25.8463676
32.6512243,-25.8463676
32.6552243,-25.8463676
32.6592243,-25.8463676
32.6632243,-25.8463676
32.6272243,-25.8423676
32.6312243,-25.8423676
32.6352243,-25.8423676
32.6392243,-25.8423676
32.6432243,-25.8423676
32.6472243,-25.8423676
32.6512243,-25.8423676
32.6272243,-25.8383676
32.6312243,-25.8383676
32.6352243,-25.8383676
32.6392243,-25.8383676
32.6272243,-25.8343676
32.5672243,-25.9543676
32.5712243,-25.9543676
32.5752243,-25.9543676
32.5712243,-25.9503676
32.5752243,-25.9503676
32.5872243,-25.9503676
32.5752243,-25.9463676
32.5792243,-25.9463676
32.5832243,-25.9463676
32.5872243,-25.9463676
32.5912243,-25.9463676
32.5952243,-25.9463676
32.5992243,-25.9463676
32.6032243,-25.9463676
32.6152243,-25.9463676
32.6192243,-25.9463676
32.5752243,-25.9423676
32.5792243,-25.9423676
32.5832243,-25.9423676
32.5872243,-25.9423676
32.5912243,-25.9423676
32.5952243,-25.9423676
32.5992243,-25.9423676
32.6032243,-25.9423676
32.6072243,-25.9423676
32.6112243,-25.9423676
32.6152243,-25.9423676
32.6192243,-25.9423676
32.6232243,-25.9423676
32.5752243,-25.9383676
32.5792243,-25.9383676
32.5832243,-25.9383676
32.5872243,-25.9383676
32.5912243,-25.9383676
32.5952243,-25.9383676
32.5992243,-25.9383676
32.6032243,-25.9383676
32.6072243,-25.9383676
32.6112243,-25.9383676
32.6152243,-25.9383676
32.6192243,-25.9383676
32.6232243,-25.9383676
32.6272243,-25.9383676
32.5792243,-25.9343676
32.5832243,-25.9343676
32.5872243,-25.9343676
32.5912243,-25.9343676
32.5952243,-25.9343676
32.5992243,-25.9343676
32.6032243,-25.9343676
32.6072243,-25.9343676
32.6112243,-25.9343676
32.6152243,-25.9343676
32.6192243,-25.9343676
32.6232243,-25.9343676
32.6272243,-25.9343676
32.6312243,-25.9343676
32.5752243,-25.9303676
32.5952243,-25.9303676
32.5992243,-25.9303676
32.6032243,-25.9303676
32.6072243,-25.9303676
32.6112243,-25.9303676
32.6152243,-25.9303676
32.6192243,-25.9303676
32.6232243,-25.9303676
32.6272243,-25.9303676
32.6072243,-25.9263676
32.6112243,-25.9263676
32.6152243,-25.9263676
32.6192243,-25.9263676
32.5872243,-25.9823676
32.5912243,-25.9823676
32.5752243,-25.9783676
32.5792243,-25.9783676
32.5832243,-25.9783676
32.5872243,-25.9783676
32.5912243,-25.9783676
32.5952243,-25.9783676
32.5712243,-25.9743676
32.5752243,-25.9743676
32.5792243,-25.9743676
32.5832243,-25.9743676
32.5872243,-25.9743676
32.5912243,-25.9743676
32.5952243,-25.9743676
32.5672243,-25.9703676
32.5712243,-25.9703676
32.5752243,-25.9703676
32.5792243,-25.9703676
32.5832243,-25.9703676
32.5872243,-25.9703676
32.5912243,-25.9703676
32.5952243,-25.9703676
32.5992243,-25.9703676
32.5632243,-25.9663676
32.5672243,-25.9663676
32.5712243,-25.9663676
32.5752243,-25.9663676
32.5792243,-25.9663676
32.5832243,-25.9663676
32.5872243,-25.9663676
32.5912243,-25.9663676
32.5952243,-25.9663676
32.5992243,-25.9663676
32.5592243,-25.9623676
32.5632243,-25.9623676
32.5672243,-25.9623676
32.5712243,-25.9623676
32.5752243,-25.9623676
32.5792243,-25.9623676
32.5832243,-25.9623676
32.5872243,-25.9623676
32.5912243,-25.9623676
32.5952243,-25.9623676
32.5992243,-25.9623676
32.6032243,-25.9623676
32.5632243,-25.9583676
32.5672243,-25.9583676
32.5712243,-25.9583676
32.5752243,-25.9583676
32.5792243,-25.9583676
32.5832243,-25.9583676
32.5872243,-25.9583676
32.5912243,-25.9583676
32.5952243,-25.9583676
32.5992243,-25.9583676
32.6032243,-25.9583676
32.6072243,-25.9583676
32.5792243,-25.9543676
32.5832243,-25.9543676
32.5872243,-25.9543676
32.5912243,-25.9543676
32.5952243,-25.9543676
32.5992243,-25.9543676
32.6032243,-25.9543676
32.6072243,-25.9543676
32.6112243,-25.9543676
32.5792243,-25.9503676
32.5832243,-25.9503676
32.5912243,-25.9503676
32.5952243,-25.9503676
32.5992243,-25.9503676
32.6032243,-25.9503676
32.6072243,-25.9503676
32.6112243,-25.9503676
32.6152243,-25.9503676
32.6072243,-25.9463676
32.6112243,-25.9463676
32.5352243,-25.9423676
32.5312243,-25.9383676
32.5352243,-25.9383676
32.5392243,-25.9383676
32.5432243,-25.9383676
32.5232243,-25.9343676
32.5272243,-25.9343676
32.5312243,-25.9343676
32.5352243,-25.9343676
32.5392243,-25.9343676
32.5432243,-25.9343676
32.5472243,-25.9343676
32.5272243,-25.9303676
32.5312243,-25.9303676
32.5352243,-25.9303676
32.5392243,-25.9303676
32.5432243,-25.9303676
32.5472243,-25.9303676
32.5512243,-25.9303676
32.5352243,-25.9263676
32.5392243,-25.9263676
32.5432243,-25.9263676
32.5472243,-25.9263676
32.5512243,-25.9263676
32.5552243,-25.9263676
32.5392243,-25.9223676
32.5432243,-25.9223676
32.5472243,-25.9223676
32.5512243,-25.9223676
32.5552243,-25.9223676
32.5592243,-25.9223676
32.5432243,-25.9183676
32.5472243,-25.9183676
32.5512243,-25.9183676
32.5552243,-25.9183676
32.5592243,-25.9183676
32.5632243,-25.9183676
32.5472243,-25.9143676
32.5512243,-25.9143676
32.5552243,-25.9143676
32.5592243,-25.9143676
32.5632243,-25.9143676
32.5512243,-25.9103676
32.5552243,-25.9103676
32.5592243,-25.9103676
32.5632243,-25.9103676
32.5672243,-25.9103676
32.5712243,-25.9103676
32.5752243,-25.9103676
32.5552243,-25.9063676
32.5592243,-25.9063676
32.5632243,-25.9063676
32.5672243,-25.9063676
32.5712243,-25.9063676
32.5752243,-25.9063676
32.5552243,-25.9023676
32.5592243,-25.9023676
32.5632243,-25.9023676
32.5672243,-25.9023676
32.5712243,-25.9023676
32.5752243,-25.9023676
32.5792243,-25.9023676
32.5592243,-25.8983676
32.5632243,-25.8983676
32.5672243,-25.8983676
32.5712243,-25.8983676
32.5752243,-25.8983676
32.5792243,-25.8983676
32.5592243,-25.8943676
32.5632243,-25.8943676
32.5672243,-25.8943676
32.5712243,-25.8943676
32.5752243,-25.8943676
32.5792243,-25.8943676
32.5832243,-25.8943676
32.5592243,-25.8903676
32.5632243,-25.8903676
32.5672243,-25.8903676
32.5712243,-25.8903676
32.5752243,-25.8903676
32.5792243,-25.8903676
32.5832243,-25.8903676
32.5592243,-25.8863676
32.5632243,-25.8863676
32.5672243,-25.8863676
32.5712243,-25.8863676
32.5752243,-25.8863676
32.5792243,-25.8863676
32.5832243,-25.8863676
32.5872243,-25.8863676
32.5592243,-25.8823676
32.5632243,-25.8823676
32.5672243,-25.8823676
32.5712243,-25.8823676
32.5752243,-25.8823676
32.5792243,-25.8823676
32.5832243,-25.8823676
32.5872243,-25.8823676
32.5912243,-25.8823676
32.6032243,-25.8823676
32.5632243,-25.8783676
32.5672243,-25.8783676
32.5712243,-25.8783676
32.5752243,-25.8783676
32.5792243,-25.8783676
32.5832243,-25.8783676
32.5872243,-25.8783676
32.5912243,-25.8783676
32.5952243,-25.8783676
32.5992243,-25.8783676
32.6032243,-25.8783676
32.5632243,-25.8743676
32.5672243,-25.8743676
32.5712243,-25.8743676
32.5752243,-25.8743676
32.5792243,-25.8743676
32.5832243,-25.8743676
32.5872243,-25.8743676
32.5912243,-25.8743676
32.5952243,-25.8743676
32.5992243,-25.8743676
32.6032243,-25.8743676
32.6072243,-25.8743676
32.5632243,-25.8703676
32.5672243,-25.8703676
32.5712243,-25.8703676
32.5752243,-25.8703676
32.5792243,-25.8703676
32.5832243,-25.8703676
32.5872243,-25.8703676
32.5912243,-25.8703676
32.5952243,-25.8703676
32.5992243,-25.8703676
32.6032243,-25.8703676
32.6072243,-25.8703676
32.5632243,-25.8663676
32.5672243,-25.8663676
32.5712243,-25.8663676
32.5752243,-25.8663676
32.5792243,-25.8663676
32.5832243,-25.8663676
32.5872243,-25.8663676
32.5912243,-25.8663676
32.5952243,-25.8663676
32.5992243,-25.8663676
32.6032243,-25.8663676
32.6072243,-25.8663676
32.6112243,-25.8663676
32.5632243,-25.8623676
32.5672243,-25.8623676
32.5712243,-25.8623676
32.5752243,-25.8623676
32.5792243,-25.8623676
32.5832243,-25.8623676
32.5872243,-25.8623676
32.5912243,-25.8623676
32.5952243,-25.8623676
32.5992243,-25.8623676
32.6032243,-25.8623676
32.6072243,-25.8623676
32.6112243,-25.8623676
32.6152243,-25.8623676
32.5632243,-25.8583676
32.5672243,-25.8583676
32.5712243,-25.8583676
32.5752243,-25.8583676
32.5792243,-25.8583676
32.5832243,-25.8583676
32.5872243,-25.8583676
32.5912243,-25.8583676
32.5952243,-25.8583676
32.5992243,-25.8583676
32.6032243,-25.8583676
32.6072243,-25.8583676
32.6112243,-25.8583676
32.6152243,-25.8583676
32.6192243,-25.8583676
32.5632243,-25.8543676
32.5672243,-25.8543676
32.5712243,-25.8543676
32.5752243,-25.8543676
32.5792243,-25.8543676
32.5832243,-25.8543676
32.5872243,-25.8543676
32.5912243,-25.8543676
32.5952243,-25.8543676
32.5992243,-25.8543676
32.6032243,-25.8543676
32.6072243,-25.8543676
32.6112243,-25.8543676
32.6152243,-25.8543676
32.6192243,-25.8543676
32.5632243,-25.8503676
32.5672243,-25.8503676
32.5712243,-25.8503676
32.5752243,-25.8503676
32.5792243,-25.8503676
32.5832243,-25.8503676
32.5872243,-25.8503676
32.5912243,-25.8503676
32.5952243,-25.8503676
32.5992243,-25.8503676
32.6032243,-25.8503676
32.6072243,-25.8503676
32.6112243,-25.8503676
32.6152243,-25.8503676
32.6192243,-25.8503676
32.6232243,-25.8503676
32.5672243,-25.8463676
32.5712243,-25.8463676
32.5752243,-25.8463676
32.5792243,-25.8463676
32.5832243,-25.8463676
32.5872243,-25.8463676
32.5912243,-25.8463676
32.5952243,-25.8463676
32.5992243,-25.8463676
32.6032243,-25.8463676
32.6072243,-25.8463676
32.6112243,-25.8463676
32.6152243,-25.8463676
32.6192243,-25.8463676
32.6232243,-25.8463676
32.5672243,-25.8423676
32.5712243,-25.8423676
32.5752243,-25.8423676
32.5792243,-25.8423676
32.5832243,-25.8423676
32.5872243,-25.8423676
32.5912243,-25.8423676
32.5952243,-25.8423676
32.5992243,-25.8423676
32.6032243,-25.8423676
32.6072243,-25.8423676
32.6112243,-25.8423676
32.6152243,-25.8423676
32.6192243,-25.8423676
32.6232243,-25.8423676
32.5672243,-25.8383676
32.5712243,-25.8383676
32.5752243,-25.8383676
32.5792243,-25.8383676
32.5832243,-25.8383676
32.5872243,-25.8383676
32.5912243,-25.8383676
32.5952243,-25.8383676
32.5992243,-25.8383676
32.6032243,-25.8383676
32.6072243,-25.8383676
32.6112243,-25.8383676
32.6152243,-25.8383676
32.6192243,-25.8383676
32.6232243,-25.8383676
32.5672243,-25.8343676
32.5712243,-25.8343676
32.5752243,-25.8343676
32.5792243,-25.8343676
32.5832243,-25.8343676
32.5872243,-25.8343676
32.5912243,-25.8343676
32.5952243,-25.8343676
32.5992243,-25.8343676
32.6032243,-25.8343676
32.6072243,-25.8343676
32.6112243,-25.8343676
32.6152243,-25.8343676
32.6192243,-25.8343676
32.6232243,-25.8343676
32.5672243,-25.8303676
32.5712243,-25.8303676
32.5752243,-25.8303676
32.5792243,-25.8303676
32.5832243,-25.8303676
32.5872243,-25.8303676
32.5912243,-25.8303676
32.5952243,-25.8303676
32.5992243,-25.8303676
32.6032243,-25.8303676
32.6072243,-25.8303676
32.6112243,-25.8303676
32.5672243,-25.8263676
32.5712243,-25.8263676
32.5752243,-25.8263676
32.5792243,-25.8263676
32.5832243,-25.8263676
32.5872243,-25.8263676
32.5912243,-25.8263676
32.5952243,-25.8263676
32.5992243,-25.8263676
32.5672243,-25.8223676
32.5712243,-25.8223676
32.5752243,-25.8223676
32.5792243,-25.8223676
32.5832243,-25.8223676
32.5872243,-25.8223676
32.5672243,-25.8183676
32.5712243,-25.8183676
32.5752243,-25.8183676
32.5552243,-25.9583676
32.5592243,-25.9583676
32.5512243,-25.9543676
32.5552243,-25.9543676
32.5592243,-25.9543676
32.5632243,-25.9543676
32.5472243,-25.9503676
32.5512243,-25.9503676
32.5552243,-25.9503676
32.5592243,-25.9503676
32.5632243,-25.9503676
32.5672243,-25.9503676
32.5392243,-25.9463676
32.5432243,-25.9463676
32.5472243,-25.9463676
32.5512243,-25.9463676
32.5552243,-25.9463676
32.5592243,-25.9463676
32.5632243,-25.9463676
32.5672243,-25.9463676
32.5712243,-25.9463676
32.5392243,-25.9423676
32.5432243,-25.9423676
32.5472243,-25.9423676
32.5512243,-25.9423676
32.5552243,-25.9423676
32.5592243,-25.9423676
32.5632243,-25.9423676
32.5672243,-25.9423676
32.5712243,-25.9423676
32.5472243,-25.9383676
32.5512243,-25.9383676
32.5552243,-25.9383676
32.5592243,-25.9383676
32.5632243,-25.9383676
32.5672243,-25.9383676
32.5712243,-25.9383676
32.5512243,-25.9343676
32.5552243,-25.9343676
32.5592243,-25.9343676
32.5632243,-25.9343676
32.5672243,-25.9343676
32.5712243,-25.9343676
32.5752243,-25.9343676
32.5552243,-25.9303676
32.5592243,-25.9303676
32.5632243,-25.9303676
32.5592243,-25.9263676
